thr,acc,balacc,prec,rec,f1_macro,f1_pos1,mcc
0.27999999999999997,0.7916666666666666,0.7916666666666667,0.7058823529411765,1.0,0.7822141560798548,0.8275862068965517,0.641688947919748
0.26999999999999996,0.75,0.75,0.6666666666666666,1.0,0.7333333333333334,0.8,0.5773502691896257
0.72,0.7291666666666666,0.7291666666666666,1.0,0.4583333333333333,0.7077283372365339,0.6285714285714286,0.5452497568062706
0.73,0.7291666666666666,0.7291666666666666,1.0,0.4583333333333333,0.7077283372365339,0.6285714285714286,0.5452497568062706
0.24999999999999994,0.6875,0.6875,0.6153846153846154,1.0,0.6536796536796536,0.7619047619047619,0.4803844614152614
0.25999999999999995,0.6875,0.6875,0.6153846153846154,1.0,0.6536796536796536,0.7619047619047619,0.4803844614152614
0.74,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.625,0.5,0.4472135954999579
0.24,0.6458333333333334,0.6458333333333334,0.5853658536585366,1.0,0.5950372208436725,0.7384615384615385,0.4131969352706687
0.7499999999999999,0.625,0.625,1.0,0.25,0.5636363636363637,0.4,0.3779644730092272
0.7599999999999999,0.6041666666666666,0.6041666666666666,1.0,0.20833333333333334,0.5306227483273289,0.3448275862068966,0.34099716973523675
0.7699999999999999,0.6041666666666666,0.6041666666666666,1.0,0.20833333333333334,0.5306227483273289,0.3448275862068966,0.34099716973523675
0.22999999999999998,0.6041666666666666,0.6041666666666666,0.5581395348837209,1.0,0.5306227483273289,0.7164179104477612,0.34099716973523675
0.7799999999999999,0.5625,0.5625,1.0,0.125,0.45893719806763283,0.2222222222222222,0.25819888974716115
0.20999999999999996,0.5625,0.5625,0.5333333333333333,1.0,0.45893719806763283,0.6956521739130435,0.25819888974716115
0.21999999999999997,0.5625,0.5625,0.5333333333333333,1.0,0.45893719806763283,0.6956521739130435,0.25819888974716115
0.7899999999999999,0.5416666666666666,0.5416666666666666,1.0,0.08333333333333333,0.4197802197802198,0.15384615384615385,0.20851441405707474
0.7999999999999999,0.5416666666666666,0.5416666666666666,1.0,0.08333333333333333,0.4197802197802198,0.15384615384615385,0.20851441405707474
0.8099999999999999,0.5208333333333334,0.5208333333333334,1.0,0.041666666666666664,0.3780281690140845,0.08,0.14586499149789456
0.82,0.5208333333333334,0.5208333333333334,1.0,0.041666666666666664,0.3780281690140845,0.08,0.14586499149789456
0.83,0.5208333333333334,0.5208333333333334,1.0,0.041666666666666664,0.3780281690140845,0.08,0.14586499149789456
0.84,0.5208333333333334,0.5208333333333334,1.0,0.041666666666666664,0.3780281690140845,0.08,0.14586499149789456
0.19999999999999996,0.5208333333333334,0.5208333333333334,0.5106382978723404,1.0,0.3780281690140845,0.676056338028169,0.14586499149789456
0.05,0.5,0.5,0.5,1.0,0.3333333333333333,0.6666666666666666,0.0
0.06,0.5,0.5,0.5,1.0,0.3333333333333333,0.6666666666666666,0.0
0.07,0.5,0.5,0.5,1.0,0.3333333333333333,0.6666666666666666,0.0
0.08,0.5,0.5,0.5,1.0,0.3333333333333333,0.6666666666666666,0.0
0.09,0.5,0.5,0.5,1.0,0.3333333333333333,0.6666666666666666,0.0
0.09999999999999999,0.5,0.5,0.5,1.0,0.3333333333333333,0.6666666666666666,0.0
0.10999999999999999,0.5,0.5,0.5,1.0,0.3333333333333333,0.6666666666666666,0.0
0.12,0.5,0.5,0.5,1.0,0.3333333333333333,0.6666666666666666,0.0
0.13,0.5,0.5,0.5,1.0,0.3333333333333333,0.6666666666666666,0.0
0.13999999999999999,0.5,0.5,0.5,1.0,0.3333333333333333,0.6666666666666666,0.0
0.14999999999999997,0.5,0.5,0.5,1.0,0.3333333333333333,0.6666666666666666,0.0
0.15999999999999998,0.5,0.5,0.5,1.0,0.3333333333333333,0.6666666666666666,0.0
0.16999999999999998,0.5,0.5,0.5,1.0,0.3333333333333333,0.6666666666666666,0.0
0.18,0.5,0.5,0.5,1.0,0.3333333333333333,0.6666666666666666,0.0
0.19,0.5,0.5,0.5,1.0,0.3333333333333333,0.6666666666666666,0.0
0.8499999999999999,0.5,0.5,0.0,0.0,0.3333333333333333,0.0,0.0
0.8599999999999999,0.5,0.5,0.0,0.0,0.3333333333333333,0.0,0.0
0.8699999999999999,0.5,0.5,0.0,0.0,0.3333333333333333,0.0,0.0
0.8799999999999999,0.5,0.5,0.0,0.0,0.3333333333333333,0.0,0.0
0.8899999999999999,0.5,0.5,0.0,0.0,0.3333333333333333,0.0,0.0
0.8999999999999999,0.5,0.5,0.0,0.0,0.3333333333333333,0.0,0.0
0.9099999999999999,0.5,0.5,0.0,0.0,0.3333333333333333,0.0,0.0
0.9199999999999999,0.5,0.5,0.0,0.0,0.3333333333333333,0.0,0.0
0.9299999999999999,0.5,0.5,0.0,0.0,0.3333333333333333,0.0,0.0
0.94,0.5,0.5,0.0,0.0,0.3333333333333333,0.0,0.0
0.95,0.5,0.5,0.0,0.0,0.3333333333333333,0.0,0.0
